Student ID,student_name,gender,grade,school_name,reading_score,math_score,,over
3950,Elizabeth Mata,F,9th,Figueroa High School,88,76,,82
3951,Anthony Edwards,M,10th,Figueroa High School,66,60,,63
3952,Donna Velasquez,F,12th,Figueroa High School,90,92,,91
3953,Bruce Thompson,M,10th,Figueroa High School,73,85,,79
3954,Anna Holt,F,12th,Figueroa High School,79,60,,69.5
3955,Carmen Smith,F,11th,Figueroa High School,91,80,,85.5
3956,Angela Bryan,F,9th,Figueroa High School,67,83,,75
3957,Tiffany Jackson,F,11th,Figueroa High School,97,59,,78
3958,Kristi Wilson,F,11th,Figueroa High School,70,87,,78.5
3959,Brian Valdez,M,9th,Figueroa High School,65,71,,68
3960,Timothy Schmitt,M,10th,Figueroa High School,95,98,,96.5
3961,Michelle Mclean,F,11th,Figueroa High School,92,74,,83
3962,Trevor Hall,M,12th,Figueroa High School,96,86,,91
3963,David Boone,M,9th,Figueroa High School,72,97,,84.5
3964,Kevin Goodman,M,12th,Figueroa High School,72,89,,80.5
3965,Katherine Curry,F,9th,Figueroa High School,76,83,,79.5
3966,Zachary Griffin,M,12th,Figueroa High School,63,71,,67
3967,Nicholas Richards,M,11th,Figueroa High School,77,70,,73.5
3968,Cristina Phillips,F,10th,Figueroa High School,90,98,,94
3969,Janet Alvarez,F,10th,Figueroa High School,83,55,,69
3970,Dr. Nicole Roy,F,11th,Figueroa High School,84,93,,88.5
3971,Mr. Justin Maxwell,M,10th,Figueroa High School,76,87,,81.5
3972,Ryan Pacheco,M,9th,Figueroa High School,89,99,,94
3973,Megan Barrett,F,9th,Figueroa High School,77,64,,70.5
3974,Kelly Glover,F,12th,Figueroa High School,74,78,,76
3975,Rebecca Davis,F,10th,Figueroa High School,81,62,,71.5
3976,Jason Lee,M,11th,Figueroa High School,68,87,,77.5
3977,Elizabeth Watkins,F,12th,Figueroa High School,86,76,,81
3978,Laura White,F,10th,Figueroa High School,90,98,,94
3979,Andrew Mathis,M,11th,Figueroa High School,95,78,,86.5
3980,Tiffany Simpson,F,10th,Figueroa High School,94,55,,74.5
3981,Patrick Wilson,M,10th,Figueroa High School,71,92,,81.5
3982,Lucas Ward,M,9th,Figueroa High School,87,57,,72
3983,Ian Walters,M,10th,Figueroa High School,73,78,,75.5
3984,Jesse Ross,M,9th,Figueroa High School,90,82,,86
3985,Jamie Walsh,F,9th,Figueroa High School,71,89,,80
3986,Marcus Wiggins,M,10th,Figueroa High School,77,83,,80
3987,Benjamin Chen,M,10th,Figueroa High School,68,57,,62.5
3988,Daniel Gallagher,M,12th,Figueroa High School,99,92,,95.5
3989,Danielle Robinson DDS,F,11th,Figueroa High School,86,70,,78
3990,Douglas Crane,M,12th,Figueroa High School,64,90,,77
3991,Maria Torres,F,11th,Figueroa High School,68,93,,80.5
3992,Christopher Higgins,M,9th,Figueroa High School,80,78,,79
3993,Mrs. Susan Chase DDS,F,9th,Figueroa High School,89,73,,81
3994,Jessica Love,F,9th,Figueroa High School,71,65,,68
3995,Alexandra Hammond,F,9th,Figueroa High School,74,96,,85
3996,Renee Burnett,F,9th,Figueroa High School,94,89,,91.5
3997,Leah Oneal,F,9th,Figueroa High School,65,61,,63
3998,Patrick Simpson,M,10th,Figueroa High School,72,83,,77.5
3999,Mr. Alex Gonzales DDS,M,10th,Figueroa High School,81,58,,69.5
4000,John Barnes,M,10th,Figueroa High School,83,76,,79.5
4001,Dustin Padilla,M,11th,Figueroa High School,92,69,,80.5
4002,Tiffany Benson,F,9th,Figueroa High School,79,92,,85.5
4003,Hannah King,F,12th,Figueroa High School,71,98,,84.5
4004,Teresa Hill,F,9th,Figueroa High School,98,56,,77
4005,Ronald Jones,M,12th,Figueroa High School,70,56,,63
4006,Tiffany Hester,F,11th,Figueroa High School,78,91,,84.5
4007,Keith Snyder,M,9th,Figueroa High School,94,58,,76
4008,Ashley Reese,F,11th,Figueroa High School,80,99,,89.5
4009,Cynthia Smith,F,10th,Figueroa High School,92,97,,94.5
4010,Carla Shaw,F,9th,Figueroa High School,73,73,,73
4011,Leonard Webster II,M,12th,Figueroa High School,92,63,,77.5
4012,David Morrison,M,10th,Figueroa High School,99,87,,93
4013,Sandy Arnold,F,12th,Figueroa High School,75,71,,73
4014,Taylor Carpenter,F,9th,Figueroa High School,90,66,,78
4015,David Taylor PhD,M,10th,Figueroa High School,69,90,,79.5
4016,John King,M,12th,Figueroa High School,87,80,,83.5
4017,Theresa Copeland,F,11th,Figueroa High School,84,82,,83
4018,Ashlee Willis,F,12th,Figueroa High School,95,88,,91.5
4019,Sheila Huang,F,11th,Figueroa High School,84,80,,82
4020,Martin Gordon,M,12th,Figueroa High School,72,64,,68
4021,Jorge Miller,M,12th,Figueroa High School,69,91,,80
4022,Brian Hansen,M,12th,Figueroa High School,72,87,,79.5
4023,Mary Thomas,F,10th,Figueroa High School,63,74,,68.5
4024,Lisa Houston,F,12th,Figueroa High School,88,71,,79.5
4025,Mackenzie Brown,F,12th,Figueroa High School,86,80,,83
4026,Daniel Mcdowell,M,10th,Figueroa High School,96,91,,93.5
4027,Meredith Benson,F,12th,Figueroa High School,73,95,,84
4028,Dustin Armstrong,M,10th,Figueroa High School,80,61,,70.5
4029,Patrick Young,M,10th,Figueroa High School,64,65,,64.5
4030,Christina Johnson,F,9th,Figueroa High School,98,56,,77
4031,David White,M,12th,Figueroa High School,72,72,,72
4032,Jacqueline Meyer,F,12th,Figueroa High School,99,78,,88.5
4033,Benjamin White,M,11th,Figueroa High School,77,71,,74
4034,Jesus Chan,M,11th,Figueroa High School,79,77,,78
4035,Heather Peterson,F,9th,Figueroa High School,75,71,,73
4036,Gerald Rogers,M,11th,Figueroa High School,90,94,,92
4037,Nancy Collins,F,12th,Figueroa High School,76,71,,73.5
4038,Derrick Clark,M,11th,Figueroa High School,85,61,,73
4039,Megan Callahan,F,9th,Figueroa High School,68,63,,65.5
4040,Erica Daniels,F,10th,Figueroa High School,90,64,,77
4041,Kendra Riley,F,11th,Figueroa High School,80,80,,80
4042,Justin White,M,12th,Figueroa High School,75,83,,79
4043,Lauren Allen,F,11th,Figueroa High School,99,97,,98
4044,Erin Rivera,F,9th,Figueroa High School,82,57,,69.5
4045,Michael Reeves,M,9th,Figueroa High School,64,65,,64.5
4046,Amy Thomas,F,10th,Figueroa High School,82,87,,84.5
4047,Joshua Brown,M,10th,Figueroa High School,65,77,,71
4048,Joy Martinez,F,11th,Figueroa High School,88,89,,88.5
4049,Melissa Mueller,F,9th,Figueroa High School,89,69,,79
4050,Michael Rodriguez,M,11th,Figueroa High School,91,65,,78
4051,Carol West,F,11th,Figueroa High School,84,84,,84
4052,Tina Marshall,F,9th,Figueroa High School,76,92,,84
4053,Megan Leon,F,12th,Figueroa High School,86,65,,75.5
4054,Diana Mitchell,F,11th,Figueroa High School,73,97,,85
4055,Matthew Cline,M,9th,Figueroa High School,86,78,,82
4056,George Moore,M,10th,Figueroa High School,69,69,,69
4057,Erica Adams,F,11th,Figueroa High School,76,98,,87
4058,Elizabeth Johnson,F,10th,Figueroa High School,77,97,,87
4059,Brenda Rogers,F,9th,Figueroa High School,87,72,,79.5
4060,Jeffrey Rose,M,10th,Figueroa High School,93,89,,91
4061,Dawn Smith,F,12th,Figueroa High School,63,55,,59
4062,Mr. Christopher Stuart,M,11th,Figueroa High School,80,63,,71.5
4063,Abigail Nguyen,F,9th,Figueroa High School,65,72,,68.5
4064,Christina Foley,F,11th,Figueroa High School,96,81,,88.5
4065,Scott Griffith,M,11th,Figueroa High School,80,81,,80.5
4066,Rebecca Allen,F,10th,Figueroa High School,93,77,,85
4067,Derrick Carrillo,M,10th,Figueroa High School,88,72,,80
4068,Natasha Lewis,F,12th,Figueroa High School,81,62,,71.5
4069,Anne Weber,F,9th,Figueroa High School,72,67,,69.5
4070,James Hartman,M,10th,Figueroa High School,69,60,,64.5
4071,Carlos Santiago,M,12th,Figueroa High School,74,71,,72.5
4072,Teresa Chapman,F,11th,Figueroa High School,84,82,,83
4073,Dennis Perry,M,9th,Figueroa High School,80,99,,89.5
4074,Keith Stokes,M,9th,Figueroa High School,63,63,,63
4075,Theresa Hoffman,F,12th,Figueroa High School,69,78,,73.5
4076,Mary Hernandez,F,11th,Figueroa High School,64,99,,81.5
4077,Pamela Mason,F,11th,Figueroa High School,69,98,,83.5
4078,Nicholas Underwood,M,9th,Figueroa High School,80,62,,71
4079,Max Davis,M,10th,Figueroa High School,97,77,,87
4080,Mr. Kevin Wilson,M,10th,Figueroa High School,88,66,,77
4081,Johnny Hamilton,M,11th,Figueroa High School,68,61,,64.5
4082,Jennifer Anderson,F,12th,Figueroa High School,63,89,,76
4083,Michael Cox,M,11th,Figueroa High School,95,66,,80.5
4084,Jaclyn Adams,F,10th,Figueroa High School,93,86,,89.5
4085,Eddie Alexander,M,11th,Figueroa High School,78,56,,67
4086,Heather Nelson,F,12th,Figueroa High School,64,67,,65.5
4087,Susan Davis,F,12th,Figueroa High School,95,67,,81
4088,Heather Robinson,F,11th,Figueroa High School,87,61,,74
4089,Melanie French,F,12th,Figueroa High School,99,70,,84.5
4090,Charles Whitaker,M,12th,Figueroa High School,90,69,,79.5
4091,Nathan Fisher,M,10th,Figueroa High School,81,75,,78
4092,Jeffery James,M,10th,Figueroa High School,92,83,,87.5
4093,John Campbell,M,9th,Figueroa High School,70,80,,75
4094,Mr. John Walters,M,9th,Figueroa High School,81,81,,81
4095,James Martin,M,11th,Figueroa High School,99,73,,86
4096,Thomas Khan,M,11th,Figueroa High School,84,67,,75.5
4097,Xavier Glenn,M,10th,Figueroa High School,70,57,,63.5
4098,Andrea Fisher,F,10th,Figueroa High School,78,85,,81.5
4099,Jerry Mann,M,9th,Figueroa High School,98,96,,97
4100,Samuel Nelson,M,10th,Figueroa High School,77,91,,84
4101,Carl Jones,M,9th,Figueroa High School,75,68,,71.5
4102,Christine Hinton,F,10th,Figueroa High School,89,56,,72.5
4103,Teresa Keith,F,12th,Figueroa High School,78,59,,68.5
4104,David Moody,M,9th,Figueroa High School,83,87,,85
4105,Bryan Moore,M,11th,Figueroa High School,77,76,,76.5
4106,Thomas Stone,M,12th,Figueroa High School,99,60,,79.5
4107,Raven Rogers,F,11th,Figueroa High School,66,69,,67.5
4108,Brandy Smith,F,11th,Figueroa High School,63,96,,79.5
4109,Breanna Peterson MD,F,10th,Figueroa High School,74,68,,71
4110,Joseph Spencer,M,12th,Figueroa High School,98,84,,91
4111,Kristy Haney,F,9th,Figueroa High School,82,76,,79
4112,Carol Long,F,9th,Figueroa High School,80,69,,74.5
4113,Jacqueline Bell,F,11th,Figueroa High School,82,59,,70.5
4114,William Ramirez,M,12th,Figueroa High School,63,73,,68
4115,Katherine Smith,F,9th,Figueroa High School,74,73,,73.5
4116,Joseph Brown,M,9th,Figueroa High School,84,73,,78.5
4117,Kathryn Lopez,F,10th,Figueroa High School,77,56,,66.5
4118,Michael Vaughn,M,9th,Figueroa High School,84,95,,89.5
4119,Karen Conrad,F,10th,Figueroa High School,89,59,,74
4120,John Carpenter,M,11th,Figueroa High School,95,67,,81
4121,Jennifer Sanchez,F,11th,Figueroa High School,96,75,,85.5
4122,Kimberly Walker,F,9th,Figueroa High School,69,55,,62
4123,Julie Gibson,F,11th,Figueroa High School,65,96,,80.5
4124,Theresa Murillo,F,12th,Figueroa High School,81,90,,85.5
4125,Jessica Adams,F,9th,Figueroa High School,63,95,,79
4126,Stephanie Fisher,F,11th,Figueroa High School,83,57,,70
4127,Jesse Combs,M,11th,Figueroa High School,79,86,,82.5
4128,Alexander Aguilar,M,12th,Figueroa High School,95,98,,96.5
4129,Jessica Galvan,F,11th,Figueroa High School,82,74,,78
4130,Terri Quinn PhD,F,11th,Figueroa High School,98,95,,96.5
4131,Christian Reynolds DDS,M,12th,Figueroa High School,95,59,,77
4132,Ronald Weiss,M,12th,Figueroa High School,90,84,,87
4133,Jessica Phillips,F,10th,Figueroa High School,90,72,,81
4134,Stephanie Holder,F,9th,Figueroa High School,67,84,,75.5
4135,Kevin Marks,M,12th,Figueroa High School,80,66,,73
4136,Robert Barrett,M,10th,Figueroa High School,94,73,,83.5
4137,Brian Hernandez,M,12th,Figueroa High School,70,74,,72
4138,Tony Ramirez,M,10th,Figueroa High School,96,59,,77.5
4139,Mark Clark,M,10th,Figueroa High School,99,71,,85
4140,Kenneth Davis,M,11th,Figueroa High School,80,66,,73
4141,Kim Jones,F,9th,Figueroa High School,86,96,,91
4142,David Knox,M,11th,Figueroa High School,80,75,,77.5
4143,Joshua Lewis,M,10th,Figueroa High School,74,83,,78.5
4144,Kevin Weber,M,10th,Figueroa High School,83,67,,75
4145,Elizabeth Rush,F,11th,Figueroa High School,68,59,,63.5
4146,Denise Brown,F,11th,Figueroa High School,96,64,,80
4147,Scott Chavez,M,11th,Figueroa High School,90,66,,78
4148,Terry Cruz,M,9th,Figueroa High School,64,68,,66
4149,Richard Parsons,M,12th,Figueroa High School,63,58,,60.5
4150,Charles Hernandez,M,10th,Figueroa High School,76,91,,83.5
4151,Mr. Donald Gray,M,12th,Figueroa High School,72,58,,65
4152,Paul Cruz,M,10th,Figueroa High School,96,79,,87.5
4153,Teresa Johnson,F,12th,Figueroa High School,65,87,,76
4154,Ashley Howard,F,10th,Figueroa High School,65,55,,60
4155,Alexander Chambers,M,10th,Figueroa High School,89,57,,73
4156,Heather Turner,F,10th,Figueroa High School,66,79,,72.5
4157,Chase Morales,M,9th,Figueroa High School,94,61,,77.5
4158,Karen Burton,F,10th,Figueroa High School,90,67,,78.5
4159,Nicholas Velazquez,M,12th,Figueroa High School,67,63,,65
4160,Shawn Kirby,M,9th,Figueroa High School,66,93,,79.5
4161,Brandon Brewer,M,10th,Figueroa High School,79,64,,71.5
4162,Marcus Gonzales,M,11th,Figueroa High School,95,64,,79.5
4163,Chad Butler,M,11th,Figueroa High School,66,95,,80.5
4164,Troy Butler,M,9th,Figueroa High School,66,78,,72
4165,Chad Lopez,M,11th,Figueroa High School,67,58,,62.5
4166,Timothy Lambert,M,9th,Figueroa High School,71,81,,76
4167,Kathy Anderson,F,12th,Figueroa High School,96,95,,95.5
4168,Pamela Peterson,F,9th,Figueroa High School,95,76,,85.5
4169,Eric Scott,M,11th,Figueroa High School,66,60,,63
4170,Anthony Mosley,M,12th,Figueroa High School,85,64,,74.5
4171,Trevor Evans,M,11th,Figueroa High School,99,92,,95.5
4172,William Stewart,M,11th,Figueroa High School,84,74,,79
4173,Michael Chaney,M,9th,Figueroa High School,83,87,,85
4174,Alexandra Cunningham,F,11th,Figueroa High School,93,93,,93
4175,Carol Greene,F,12th,Figueroa High School,88,82,,85
4176,Jacob Watson,M,10th,Figueroa High School,64,73,,68.5
4177,Paul Gould,M,11th,Figueroa High School,74,55,,64.5
4178,Misty Smith,F,12th,Figueroa High School,72,72,,72
4179,Danielle Dunn,F,12th,Figueroa High School,63,88,,75.5
4180,James Crawford,M,10th,Figueroa High School,93,95,,94
4181,Marilyn Flowers,F,11th,Figueroa High School,77,90,,83.5
4182,Rachel Carter,F,11th,Figueroa High School,65,81,,73
4183,Lisa Mclean,F,11th,Figueroa High School,89,58,,73.5
4184,Kevin Alexander,M,10th,Figueroa High School,77,81,,79
4185,Rachel Joyce,F,10th,Figueroa High School,82,67,,74.5
4186,Austin Mejia,M,10th,Figueroa High School,77,83,,80
4187,Suzanne Woodard,F,12th,Figueroa High School,79,72,,75.5
4188,Maria Watkins,F,11th,Figueroa High School,82,62,,72
4189,Alicia Harris,F,12th,Figueroa High School,99,75,,87
4190,Eric Gregory,M,9th,Figueroa High School,80,96,,88
4191,Lauren Wise,F,10th,Figueroa High School,72,96,,84
4192,Thomas Davis,M,12th,Figueroa High School,85,71,,78
4193,Taylor Mejia,F,12th,Figueroa High School,83,63,,73
4194,Patrick Dougherty,M,10th,Figueroa High School,69,79,,74
4195,Brian Hernandez,M,9th,Figueroa High School,84,65,,74.5
4196,Nicholas Rodriguez,M,9th,Figueroa High School,67,95,,81
4197,Tina Garcia,F,12th,Figueroa High School,66,95,,80.5
4198,Bobby Frazier,M,11th,Figueroa High School,97,90,,93.5
4199,Susan Barnes,F,12th,Figueroa High School,74,91,,82.5
4200,Tyler Nguyen,M,11th,Figueroa High School,87,81,,84
4201,Julie Green,F,10th,Figueroa High School,99,97,,98
4202,Andrea Shields,F,12th,Figueroa High School,83,67,,75
4203,Amanda Taylor,F,10th,Figueroa High School,85,84,,84.5
4204,Megan Williams,F,11th,Figueroa High School,72,79,,75.5
4205,Mark Johnson,M,9th,Figueroa High School,84,95,,89.5
4206,James Rios,M,10th,Figueroa High School,84,60,,72
4207,Todd Thompson,M,9th,Figueroa High School,79,59,,69
4208,Sheila Diaz,F,11th,Figueroa High School,68,61,,64.5
4209,Tyler Ortiz,M,9th,Figueroa High School,71,55,,63
4210,Alex Wong,M,10th,Figueroa High School,67,76,,71.5
4211,Dr. Shawn Brown,M,10th,Figueroa High School,76,72,,74
4212,Warren Blake,M,9th,Figueroa High School,98,99,,98.5
4213,Brenda Perez,F,12th,Figueroa High School,64,85,,74.5
4214,Mary Stevenson,F,12th,Figueroa High School,82,89,,85.5
4215,Teresa Woods,F,12th,Figueroa High School,64,76,,70
4216,April Riley,F,9th,Figueroa High School,92,99,,95.5
4217,Kelsey Morales,F,9th,Figueroa High School,92,98,,95
4218,Monique King,F,10th,Figueroa High School,85,83,,84
4219,Catherine Jordan,F,11th,Figueroa High School,80,70,,75
4220,Gabrielle Aguirre,F,11th,Figueroa High School,64,76,,70
4221,Jeremy Fox,M,10th,Figueroa High School,84,74,,79
4222,Bill Barnes,M,10th,Figueroa High School,98,62,,80
4223,Amanda Richardson,F,10th,Figueroa High School,91,63,,77
4224,Kimberly Powers,F,10th,Figueroa High School,76,92,,84
4225,Mark Hall,M,11th,Figueroa High School,67,95,,81
4226,Jeffrey Robinson,M,11th,Figueroa High School,95,74,,84.5
4227,Thomas Rice,M,11th,Figueroa High School,82,63,,72.5
4228,Jesse King,M,11th,Figueroa High School,81,74,,77.5
4229,Angela Smith,F,12th,Figueroa High School,99,85,,92
4230,Annette Jimenez,F,9th,Figueroa High School,76,73,,74.5
4231,David Owens,M,12th,Figueroa High School,85,62,,73.5
4232,Ashley Terry,F,12th,Figueroa High School,84,92,,88
4233,Shannon Bates,F,12th,Figueroa High School,64,82,,73
4234,Austin Neal,M,11th,Figueroa High School,89,55,,72
4235,Scott Rodriguez,M,9th,Figueroa High School,95,58,,76.5
4236,Alan Arnold,M,12th,Figueroa High School,73,81,,77
4237,Stephen Garcia,M,11th,Figueroa High School,88,77,,82.5
4238,Tabitha Garcia,F,9th,Figueroa High School,76,93,,84.5
4239,Randy Lee,M,12th,Figueroa High School,74,61,,67.5
4240,Samantha Salas MD,F,11th,Figueroa High School,72,62,,67
4241,Danielle Jones,F,12th,Figueroa High School,91,65,,78
4242,Larry Singleton,M,12th,Figueroa High School,94,91,,92.5
4243,Elizabeth Thomas,F,9th,Figueroa High School,78,82,,80
4244,Grant George,M,9th,Figueroa High School,63,88,,75.5
4245,Tracy Allen,F,11th,Figueroa High School,79,87,,83
4246,Aaron Gaines,M,11th,Figueroa High School,82,95,,88.5
4247,Antonio Myers,M,11th,Figueroa High School,87,93,,90
4248,Katie Pena,F,9th,Figueroa High School,72,84,,78
4249,Anthony Campbell,M,12th,Figueroa High School,96,95,,95.5
4250,Brad Martinez,M,10th,Figueroa High School,70,71,,70.5
4251,Mitchell Johnson,M,11th,Figueroa High School,90,61,,75.5
4252,David Taylor,M,11th,Figueroa High School,91,85,,88
4253,Susan Rice,F,11th,Figueroa High School,87,82,,84.5
4254,Curtis Johnson,M,9th,Figueroa High School,69,66,,67.5
4255,Valerie Thomas DDS,F,9th,Figueroa High School,91,96,,93.5
4256,Tammy Riggs,F,11th,Figueroa High School,75,83,,79
4257,Colleen Nguyen,F,10th,Figueroa High School,81,84,,82.5
4258,Melissa Larsen,F,10th,Figueroa High School,97,70,,83.5
4259,Jessica Burnett,F,10th,Figueroa High School,77,98,,87.5
4260,Cathy Macias,F,11th,Figueroa High School,79,60,,69.5
4261,Timothy Erickson,M,9th,Figueroa High School,96,64,,80
4262,Holly Levy,F,9th,Figueroa High School,80,61,,70.5
4263,Ryan Bell,M,10th,Figueroa High School,96,58,,77
4264,Ricardo Miller,M,11th,Figueroa High School,63,72,,67.5
4265,Patricia Mullins,F,11th,Figueroa High School,80,93,,86.5
4266,Sarah Harris,F,11th,Figueroa High School,73,87,,80
4267,Beth Turner,F,9th,Figueroa High School,76,56,,66
4268,Mrs. Gina Anderson,F,9th,Figueroa High School,92,70,,81
4269,Michael Stein Jr.,M,12th,Figueroa High School,99,99,,99
4270,Briana Mitchell,F,9th,Figueroa High School,86,55,,70.5
4271,Eric Williams,M,9th,Figueroa High School,97,83,,90
4272,Sierra Stephens,F,11th,Figueroa High School,86,89,,87.5
4273,Eric Krause,M,11th,Figueroa High School,68,64,,66
4274,Jennifer Shields,F,9th,Figueroa High School,64,59,,61.5
4275,Wesley Bowen,M,9th,Figueroa High School,72,94,,83
4276,Chad Ramirez,M,12th,Figueroa High School,65,91,,78
4277,April Robinson,F,10th,Figueroa High School,66,85,,75.5
4278,Justin Frank,M,9th,Figueroa High School,94,58,,76
4279,Andrew Gonzalez,M,12th,Figueroa High School,88,88,,88
4280,Felicia Butler,F,9th,Figueroa High School,67,80,,73.5
4281,Micheal Stewart,M,12th,Figueroa High School,70,73,,71.5
4282,Stacey Vargas,F,12th,Figueroa High School,91,67,,79
4283,Barbara Hancock,F,9th,Figueroa High School,64,59,,61.5
4284,Emily Carey,F,9th,Figueroa High School,94,62,,78
4285,Wendy Allen,F,12th,Figueroa High School,91,89,,90
4286,Cory Rojas,M,11th,Figueroa High School,74,95,,84.5
4287,Jackie Berg,F,11th,Figueroa High School,68,80,,74
4288,Alison Long,F,9th,Figueroa High School,75,86,,80.5
4289,Megan Medina,F,9th,Figueroa High School,99,59,,79
4290,David Shea,M,9th,Figueroa High School,69,69,,69
4291,Christopher Oconnor,M,10th,Figueroa High School,87,87,,87
4292,Donna Mcmahon,F,9th,Figueroa High School,88,67,,77.5
4293,Joseph Bryant,M,12th,Figueroa High School,82,66,,74
4294,Nicholas Hogan,M,11th,Figueroa High School,63,73,,68
4295,Michael Heath,M,10th,Figueroa High School,65,73,,69
4296,William Gonzalez,M,10th,Figueroa High School,64,55,,59.5
4297,Lisa Le,F,9th,Figueroa High School,88,72,,80
4298,Samuel Williams,M,10th,Figueroa High School,77,72,,74.5
4299,Ashley Becker,F,10th,Figueroa High School,65,94,,79.5
4300,Amanda Hall,F,11th,Figueroa High School,88,98,,93
4301,Lindsey Gomez,F,9th,Figueroa High School,65,84,,74.5
4302,Vincent Hicks,M,10th,Figueroa High School,87,74,,80.5
4303,Stephen Foley,M,12th,Figueroa High School,80,71,,75.5
4304,Scott Thompson,M,9th,Figueroa High School,82,88,,85
4305,Michael Turner,M,12th,Figueroa High School,85,79,,82
4306,Michael Rodriguez,M,10th,Figueroa High School,78,81,,79.5
4307,Sheila Vasquez,F,11th,Figueroa High School,80,62,,71
4308,Joel Hughes,M,10th,Figueroa High School,81,98,,89.5
4309,Matthew Marquez,M,12th,Figueroa High School,99,90,,94.5
4310,Carol Carlson,F,11th,Figueroa High School,96,72,,84
4311,Mitchell Richardson,M,9th,Figueroa High School,95,62,,78.5
4312,Shelly Robinson,F,9th,Figueroa High School,75,64,,69.5
4313,Henry Thomas,M,11th,Figueroa High School,74,93,,83.5
4314,Rachel Hobbs,F,11th,Figueroa High School,78,88,,83
4315,Charlene Collins,F,12th,Figueroa High School,93,56,,74.5
4316,Hannah Perez,F,10th,Figueroa High School,69,64,,66.5
4317,Lori Stone,F,11th,Figueroa High School,88,57,,72.5
4318,Arthur Mora,M,9th,Figueroa High School,71,69,,70
4319,David Fleming,M,10th,Figueroa High School,66,56,,61
4320,Gene Carrillo,M,9th,Figueroa High School,94,81,,87.5
4321,William Bell,M,10th,Figueroa High School,74,63,,68.5
4322,Steven Pittman,M,9th,Figueroa High School,71,96,,83.5
4323,Cheryl Dennis,F,10th,Figueroa High School,87,83,,85
4324,Susan Mitchell,F,10th,Figueroa High School,98,94,,96
4325,Joshua Serrano,M,10th,Figueroa High School,65,70,,67.5
4326,Phillip Knapp,M,9th,Figueroa High School,74,68,,71
4327,Angela Mendoza,F,9th,Figueroa High School,72,98,,85
4328,Stephanie Johnston,F,9th,Figueroa High School,77,87,,82
4329,Tamara Campbell,F,12th,Figueroa High School,93,74,,83.5
4330,Justin Nielsen,M,9th,Figueroa High School,82,64,,73
4331,Michelle Klein,F,10th,Figueroa High School,77,95,,86
4332,Patricia Elliott,F,10th,Figueroa High School,92,82,,87
4333,Jason Clark,M,12th,Figueroa High School,69,60,,64.5
4334,Alejandro Franklin,M,11th,Figueroa High School,87,92,,89.5
4335,Mary Phillips,F,9th,Figueroa High School,72,72,,72
4336,Shelley Rodriguez,F,9th,Figueroa High School,95,56,,75.5
4337,Luis Marks,M,9th,Figueroa High School,67,80,,73.5
4338,Darren Johnson,M,12th,Figueroa High School,87,74,,80.5
4339,Amanda Mills,F,10th,Figueroa High School,64,96,,80
4340,Jerry Henderson,M,12th,Figueroa High School,77,95,,86
4341,Julie Guzman,F,9th,Figueroa High School,95,85,,90
4342,Jerry Rivera,M,9th,Figueroa High School,92,97,,94.5
4343,Audrey Fowler,F,9th,Figueroa High School,79,62,,70.5
4344,Randy Martinez,M,12th,Figueroa High School,78,67,,72.5
4345,Michael Evans,M,12th,Figueroa High School,72,60,,66
4346,Adrian Robinson,M,10th,Figueroa High School,82,76,,79
4347,Andrew Bennett,M,9th,Figueroa High School,78,97,,87.5
4348,Douglas Meyer,M,10th,Figueroa High School,75,68,,71.5
4349,Erika Williamson,F,9th,Figueroa High School,76,71,,73.5
4350,Mr. Robert Day,M,12th,Figueroa High School,93,99,,96
4351,Jose Boone,M,9th,Figueroa High School,82,74,,78
4352,Richard Walters,M,11th,Figueroa High School,91,77,,84
4353,Randy Espinoza,M,12th,Figueroa High School,82,77,,79.5
4354,Justin Perez,M,10th,Figueroa High School,82,66,,74
4355,Lorraine Stephens,F,9th,Figueroa High School,87,96,,91.5
4356,Curtis Barnes,M,10th,Figueroa High School,77,86,,81.5
4357,Justin Hernandez DDS,M,10th,Figueroa High School,83,67,,75
4358,Nicholas James,M,9th,Figueroa High School,73,77,,75
4359,Michael Stewart,M,9th,Figueroa High School,98,74,,86
4360,Brenda Carpenter,F,9th,Figueroa High School,85,77,,81
4361,Kathy Morris,F,12th,Figueroa High School,65,58,,61.5
4362,Joyce Johnson,F,11th,Figueroa High School,83,90,,86.5
4363,Douglas Smith,M,9th,Figueroa High School,73,99,,86
4364,Maurice Jones,M,11th,Figueroa High School,63,56,,59.5
4365,Karen Castro,F,12th,Figueroa High School,98,73,,85.5
4366,Cory Hudson,M,9th,Figueroa High School,84,59,,71.5
4367,Rhonda Herman,F,11th,Figueroa High School,95,99,,97
4368,Katelyn Butler,F,11th,Figueroa High School,84,99,,91.5
4369,Diana Mann,F,11th,Figueroa High School,90,81,,85.5
4370,Aaron Wilson,M,9th,Figueroa High School,82,58,,70
4371,Mrs. Mikayla White,F,10th,Figueroa High School,90,72,,81
4372,Brittany Glover,F,9th,Figueroa High School,80,64,,72
4373,Tracey Lambert,F,9th,Figueroa High School,93,58,,75.5
4374,Christopher Baldwin,M,10th,Figueroa High School,93,67,,80
4375,Christina Fernandez,F,10th,Figueroa High School,87,61,,74
4376,Dr. Edward Palmer,M,10th,Figueroa High School,98,64,,81
4377,Randall Olson,M,12th,Figueroa High School,92,56,,74
4378,John Clark,M,9th,Figueroa High School,93,93,,93
4379,Jessica Stein,F,10th,Figueroa High School,71,79,,75
